judul,translated_text
Salim Kancil Melawan Setelah Tanahnya Digusur Kades Untuk Parkiran,salim kancil fought back after his land was evicted by the village head for parking
Dukungan Singkong Salim Kancil Saat Pilkades Pada Hariyono Dibalas Darah,cassava salim kancil's support during hariyono's village elections was met with blood
Menteri Desa Minta Tambang Ilegal di Desa-desa Segera Ditertibkan,minister of villages requests illegal mining in villages to be controlled immediately
"Kasus Lumajang, DPRD Jatim Minta Polisi Usut Jika Ada Anggota Dewan Terlibat","lumajang case, east java dprd asks police to investigate if any council members are involved"
"Ini Foto Hariyono, Kades Dalang Pembunuh Salim Kancil Saat Kampanye","this is a photo of hariyono, the village head behind the murder of salim kancil during the campaign"
3 Oknum Polisi Diduga Terima Uang Penambangan Pasir Ilegal di Lumajang,3 police officers suspected of receiving money from illegal sand mining in lumajang
"Soal Pemeriksaan Eks Kapolres dan Kapolres Lumajang, Ini Kata Kapolda Jatim","regarding the examination of the former lumajang police chief and police chief, this is what the east java regional police chief said"
Polda Jatim Tetapkan 5 Tersangka Penambangan Liar Pasir di Lumajang,east java regional police names 5 suspects for illegal sand mining in lumajang
Komisi III DPR Minta Mabes Polri Periksa Kapolres dan Eks Kapolres Lumajang,dpr commission iii asks national police headquarters to examine lumajang police chief and former police chief
Komisi III DPR: Ada Pembiaran Tambang Ilegal di Lumajang,dpr commission iii: illegal mining is allowed in lumajang
Ini Kata Bupati Lumajang Soal Nasib Kades Awar-awar yang Jadi Tersangka,this is what the regent of lumajang said about the fate of awar-awar cadets who became suspects
Ini Penjelasan Bupati Lumajang Soal Tambang Pasir Selok Awar-awar,this is the lumajang regent's explanation of the awar-awar sand mining issue
Polri: 14 dari 24 Tersangka Penganiaya Salim Kancil Dijerat Illegal Mining,police: 14 of 24 suspected persecutors of salim kancil charged with illegal mining
Tumbal Darah Salim 'Kancil',salim 'kancil' blood sacrifice
PPP Jatim Bantah Anggota Dewan Terlibat di Penambangan Pasir Ilegal Lumajang,east java ppp denies council members are involved in illegal sand mining in lumajang
Tumbal Darah Salim 'Kancil',salim 'kancil' blood sacrifice
"Antisipasi Penambang Liar, Brimob Sisir Pantai Watu Pecak","anticipation of wild miners, brimob sisir watu pecak beach"
Tumbal Darah Salim 'Kancil',salim 'kancil' blood sacrifice
Pasir Berdarah Lumajang,lumajang's bloody sands
Tumbal Darah Salim 'Kancil',salim 'kancil' blood sacrifice
Polres Lumajang Bantah Membiarkan Ilegal Mining,lumajang police denies allowing illegal mining
Istri Kades Tersangka Pembunuhan Salim Kancil Ditipu Rp 75 Juta,wife of village head of murder suspect salim kancil defrauded of idr 75 million
Komisi III DPR ke Lumajang: Itu Aksi Keji dan Biadab,dpr commission iii to lumajang: it was a cruel and barbaric act
Ini Penjelasan Gubernur Jatim Soal Penambangan Pasir di Lumajang,this is the east java governor's explanation regarding sand mining in lumajang
"Salim Kancil Tewas, Kompolnas Merapat ke Lumajang Usut Dugaan Kelalaian Polisi","salim kancil dies, kompolnas approaches lumajang to investigate allegations of police negligence"
"Salim Kancil Tewas, Kades Se-Kabupaten Lumajang Dikumpulkan Bahas Tambang","salim kancil dies, village heads throughout lumajang regency gather to discuss mining"
Lokasi Penambangan Ilegal di Blitar Dibongkar,illegal mining location in blitar dismantled
Ini 2 Tujuan Komisi III DPR Kunker ke Lumajang,these are the 2 objectives of commission iii dpr kunker visit to lumajang
"Tambang Berujung Maut di Lumajang, ESDM Jatim: Itu Penambangan Ilegal","mine leads to death in lumajang, east java esdm: it's illegal mining"
Polda Jatim Buru Aktor Utama Pembunuhan Aktivis Anti Tambang Salim Kancil,east java regional police hunt for main actor in the murder of anti-mining activist salim kancil
"Warga Lumajang Resah karena Pembunuhan, Kapolda Jatim: Silakan Laporkan ke Saya","lumajang residents unsettled by murder, east java police chief: please report it to me"
Kapolda Jatim Kaget Muncul Kasus Pembunuhan Aktivis Anti Tambang di Lumajang,east java regional police chief is shocked by the murder case of anti-mining activists in lumajang
"Ditahan di Polda Jatim, Ini Dia 22 Tersangka Pembunuhan Salim Kancil","detained at the east java regional police, here are the 22 suspects in the murder of salim kancil"
Keji! Begini Kronologi Pembunuhan Aktivis Anti Tambang di Lumajang,abominable! this is the chronology of the murder of anti-mining activists in lumajang
"Aktivis Anti Tambang Dibunuh, Menteri Agraria: Penggalian Ilegal Harus Dihentikan","anti-mining activist killed, minister of agrarian affairs: illegal excavation must stop"
Ketua Komisi IV DPR Minta Dalang Pembunuhan Petani Anti Tambang Diungkap,chairman of commission iv dpr asks that the mastermind behind the murder of anti-mining farmers be revealed
"Pembunuhan Sadis Petani Anti Tambang, Tersangka: Kami Kesal Mereka Demo","sadistic murder of anti-mining farmers, suspect: we are annoyed they demonstrated"
Gubernur Jatim Minta Polisi Ungkap Pembunuhan Petani Anti Tambang Lumajang,east java governor asks police to reveal murder of anti-mining farmers in lumajang
Polisi Selidiki Kematian Petani Anti Tambang di Lumajang,police investigate death of anti-mining farmer in lumajang
Susi Minta Jokowi Berantas Tambang Timah Ilegal di Bangka Belitung,susi asks jokowi to eradicate illegal tin mining in bangka belitung
"Dikeruk 21 Tahun, Emas di Tambang 'Legenda' Pongkor Menipis","dredged for 21 years, gold in the pongkor 'legend' mine is running out"
Gurandil di Tambang Emas Pongkor Terus Dibersihkan,gurandil in pongkor gold mine continues to be cleaned
Ribuan 'Gurandil' Cari Emas di Tambang 'Legenda' Pongkor,thousands of 'gurandil' search for gold at the pongkor 'legendary' mine
Tambang Emas 'Legenda' Pongkor Jadi Tempat Mengadu Nasib Gurandil,the 'legendary' pongkor gold mine becomes a place to complain about gurandil's fate
Menengok Tambang Emas 'Legenda' Pongkor,a look at the 'legendary' pongkor gold mine
Penyidik Bea Cukai dan LHK Kolaborasi Gagalkan Eksportasi Satwa Langka,customs and lhk investigators collaborate to thwart export of endangered animals
"Banyak Tambang Timah Ilegal, Dalam 10 Tahun RI Kehilangan Rp 50 Triliun","many illegal tin mines, in 10 years ri lost idr 50 trillion"
"Harga Batu Bara Anjlok, Kesempatan Pemerintah Tertibkan Tambang Ilegal","coal prices drop, government opportunities to control illegal mining"
Penambang Pasir di Probolinggo Tewas Tertimbun Tebing Longsor,sand miner in probolinggo killed by landslide
"Penambangan Batu Bara Ilegal 70 Juta Ton/Tahun, 17% dari Produksi","illegal coal mining 70 million tons/year, 17% of production"
Bisakah RI Jadi Penentu Harga Timah Dunia?,can ri become a determinant of world tin prices?
Tambang Timah Ilegal di Babel Masih Merajalela,illegal tin mining in babylon is still rampant
Ini Cara Menteri ESDM Agar Tambang Timah Ilegal Hilang,this is the minister of energy and mineral resources' way to ensure that illegal tin mining disappears
"Cegah Barang Ilegal, 1.640 Tambang Timah Tak Berizin Akan 'Diputihkan'","prevent illegal goods, 1,640 unlicensed tin mines will be 'whitened'"
"Ratusan Ton Timah Ilegal Diekspor, Mengandung Uranium Hingga Tanah Jarang","hundreds of tons of illegal tin exported, containing uranium and rare earths"
Indahnya Pemandangan Waduk Warisan Soeharto yang Sedang 'Sekarat',the beautiful view of the 'dying' soeharto heritage reservoir
Waduk Saguling 'Kritis' Karena Jadi Septic Tank Terbesar di Dunia,saguling reservoir 'critical' because it is the largest septic tank in the world
"Timah Babel Diselundupkan, Ada Harta Karun Mahal di Dalamnya","babylonian tin is smuggled, there is expensive treasure inside"
Tambang Timah Ilegal di Babel Marak Pasca Reformasi,illegal tin mining in babylon rampant post-reformation
"Tutup Tambang Timah Ilegal, Kantor Gubernur yang Habis'","closing illegal tin mines, exhausted governor's office"
"Sehari Ada 950 Ton Timah Ilegal Diekspor dari Babel, Siapa Nikmati?","950 tons of illegal tin are exported from babylon a day, who enjoys it?"
Jokowi Tunjuk Menteri ESDM Pimpin Pembenahan Tambang Timah Babel,jokowi appoints minister of energy and mineral resources to lead improvement of babel tin mine
Tekad Jokowi Jadikan RI Raja Timah Dunia,jokowi's determination to make indonesia the world's tin king
Tambang Pasir Ilegal Picu Waduk Warisan Soeharto 'Sekarat',illegal sand mining triggers soeharto's heritage reservoir 'dying'
"Soal Tambang Ilegal di Babel, Mendag Gobel: Malaysia Dari Mana Timahnya Itu?","regarding illegal mining in babylon, trade minister gobel: where does malaysia get its tin from?"
"Soal Timah Ilegal di Babel, Menteri Siti: di Sana Mah Parah","regarding illegal tin in babylon, minister siti: it's bad there"
Menperin: Thailand Tak Punya Timah Tapi Bisa Ekspor,minister of industry: thailand doesn't have tin but can export
"Tambang Timah Ilegal Marak, Menteri ESDM: Harus Kerjasama Polisi Hingga TNI","illegal tin mining is rampant, minister of energy and mineral resources: police and tni must collaborate"
Ini Cara Pemerintah Berantas Tambang Timah Ilegal,this is the government's way to eradicate illegal tin mining
Faisal Basri Ungkap Pemilik Tambang-tambang Timah Ilegal di Babel,faisal basri reveals owners of illegal tin mines in babylon
Ini Penampakan Hancurnya Bangka Belitung dari Google Maps,this is the appearance of the destruction of bangka belitung from google maps
"Timah Ilegal RI Dijual ke Malaysia, ESDM: Itu Sudah Rahasia Umum","ri illegal tin sold to malaysia, esdm: that's public secret"
"Tambang Timah Ilegal Marak di Babel, Ini Kata Menteri ESDM","illegal tin mining is rampant in babylon, this is what the minister of energy and mineral resources says"
Menteri Susi: Tak Punya Timah Kok Thailand Bisa Ekspor Timah?,minister susi: doesn't have tin? how can thailand export tin?
"Sofyan Djalil: RI Produsen Timah Terbesar No.2 Dunia, Tapi Nggak Bisa Apa-apa","sofyan djalil: ri is the world's no. 2 largest tin producer, but can't do anything"
"Tambangnya Dikeruk Penambang Ilegal, PT Timah Rugi Rp 20 Triliun","the mine was dredged by illegal miners, pt timah lost idr 20 trillion"
"Tambang Timah Ilegal Marak di Babel, DPR: Itu Sudah Cukup Lama","illegal tin mining is rampant in babylon, dpr: that's been long enough"
"Tambang Ilegal Marak, Sofyan Djalil Akan Panggil Penambang Hingga Eksportir","illegal mining is rampant, sofyan djalil will summon miners and exporters"
Timah Babel Diduga Banyak Diselundupkan ke Malaysia dan Thailand,it is suspected that much of babylon's tin is being smuggled to malaysia and thailand
Parah! Penambang Timah Ilegal Juga Beraksi di Hutan Lindung,critical! illegal tin miners also work in protected forests
Pasar Dunia Bisa 'Teriak' Bila RI Setop Ekspor Timah,the world market can 'scream' when ri stops exporting tin
"Seperti Mau Perang, Ini Penampakan Kapal Tambang Timah Ilegal di Babel","as if going to war, this is the appearance of an illegal tin mining ship in babylon"
"Bupati Belitung Timur: Tambang Timah Ilegal Ditertibkan, Penambang Marah","regent of east belitung: illegal tin mining controlled, miners angry"
"Tunggu Perintah Jokowi, Susi Siap Tertibkan Tambang Timah Ilegal di Babel","waiting for jokowi's order, susi ready to control illegal tin mining in babylon"
"Sindiran Bupati Belitung Timur: Cek Singapura, Tak Punya Timah Tapi Ekspornya Banyak","east belitung regent's satire: check singapore, it doesn't have tin but it exports lots"
"Ada Mafia di Tambang Timah, Cukongnya dari Malaysia dan Thailand","there is a mafia in the tin mine, the dealers are from malaysia and thailand"
Ini Modus Penambangan Timah Ilegal Puluhan Tahun di Babel,this is a method of illegal tin mining for decades in babylon
Tambang Timah Ilegal di Babel Luar Biasa dan Tak Tersentuh,illegal tin mines in extraordinary and untouchable babylon
Tambang Timah Ilegal Babel yang Kini Jadi Perhatian Jokowi,babel's illegal tin mine is now jokowi's concern
"Cegah Timah Ilegal, Jokowi Akan Rombak Aturan Soal Timah","to prevent illegal tin, jokowi will revamp the rules regarding tin"
"Ada Penambang Tewas, Tambang Akik Kalimaya Ilegal di Lebak Ditutup Polisi","miner killed, illegal kalimaya carnelian mine in lebak closed by police"
Polisi Amankan 5 Tersangka Penambang Emas Ilegal di Riau,police arrest 5 suspects of illegal gold mining in riau
"Sumur Minyak Ilegal di Blok Cepu 'Menjamur', Negara Rugi Besar","illegal oil wells in cepu block 'mushroom', state losses big"
Polres Kuansing Tangkap 4 Penambang Emas Ilegal,kuansing police arrest 4 illegal gold miners
Polisi Tangkap 2 Penampung Emas Hasil Tambang Ilegal di Kuansing Riau,police arrest 2 gold containers from illegal mining in kuansing riau
"Blokir Jalan, Warga Sleman Demo Tolak Penambangan Pasir","blocking roads, sleman residents demonstrate against sand mining"
Penambang Liar di Situbondo Beroperasi Malam Hari Hindari Razia,illegal miners in situbondo operate at night to avoid raids
"Tambang Kumbung Ambrol, Empat Pekerja Luka-luka","kumbung mine collapses, four workers injured"
"Polisi Tertibkan Penambangan Pasir Ilegal di Merapi, 1 Orang Ditahan","police control illegal sand mining on merapi, 1 person detained"
Tiga Kades di Mojokerto Terjerat Korupsi dan Pertambangan Ilegal,three village heads in mojokerto caught in corruption and illegal mining
11 WNA Ditangkap Terkait Penambangan Emas Ilegal di Pedalaman Kaltim,11 foreigners arrested in connection with illegal gold mining in the interior of east kalimantan
Ketika Suku Paling Terisolasi di Hutan Amazon Menampakan Diri,when the most isolated tribe in the amazon forest reveals themselves
"Koordinasi Sudah Mantap, Polisi Bakal Tutup Penambangan Liar di Blitar","coordination is good, police will close illegal mining in blitar"
"Tambang Emas Ilegal Makan Korban di Kalbar, 2 Penambang Tewas Tertimbun","illegal gold mining takes victims in west kalimantan, 2 miners die in burden"
"Ajukan Praperadilan, Pihak Tersangka Tambang Ilegal yakin Ada Maladministrasi","proposing pretrial, illegal mining suspect believes there is maladministration"
"Hadapi Sarpin Effect, Polda Kalbar Berharap Hakim Pakai Hati Nurani","facing the sarpin effect, west kalimantan regional police hope judges use conscience"
Polda Sumut Gerebek Lokasi Galian C Ilegal di Dairi,north sumatra police raid illegal c excavation location in dairi
"Picu Ketegangan Dua Kelompok, Lokasi Penambangan di Situbondo Ditutup","triggering tensions between two groups, mining site in situbondo closed"
"Sarpin Effect Sampai ke Kalbar, Polisi Digugat Tersangka Kasus Tambang Emas Liar","sarpin effect reaches west kalimantan, police sued by suspect in illegal gold mining case"
TNI Bakal Bantu Berantas Penambangan Ilegal,tni will help eradicate illegal mining
"Kantornya Digeruduk, Ganjar Keluar Temui Ratusan Sopir Truk","his office was raided, ganjar went out to meet hundreds of truck drivers"
"Usai Kucing-kucingan Dengan Polisi, Tiga Bos Pertambangan Ilegal di Jateng Dibekuk","after a cat and mouse fight with the police, three illegal mining bosses in central java were arrested"
Kisah Kota Paling Tinggi di dunia yang Menyedihkan,the sad story of the tallest city in the world
Polisi Tenggelamkan Mesin Operasional Penambangan Emas Ilegal di Riau,police sink operational machine for illegal gold mining in riau
Ini Alasan Maraknya Penambangan Ilegal di Indonesia,this is the reason for the rise of illegal mining in indonesia
"Penambang Ilegal Bikin Resah, Kebijakan Daerah Bikin Gerah","illegal miners make you uneasy, district policy makes you angry"
Sudirman Said Akan Laporkan Soal Illegal Mining ke Jokowi,sudirman said will report illegal mining to jokowi
"Bertemu Menteri ESDM di Bandung, Bos-bos BUMN Curhat Soal Illegal Mining","meeting the minister of energy and mineral resources in bandung, bumn bosses confide about illegal mining"
MA Hukum Bos Perusahaan Illegal Mining 18 Bulan Penjara,ma sentences illegal mining company boss to 18 months in prison
Ini Setumpuk Pekerjaan Rumah yang Menyambut Kapolda Papua Barat,this is a pile of homework that welcomes the west papua regional police chief
Cagar Alam Mandor di Kalbar Rusak Akibat Pertambangan Emas Ilegal,mandor nature reserve in west kalimantan damaged by illegal gold mining
Tiga Usaha Penambangan di Situbondo Tak Kantongi Izin,three mining businesses in situbondo do not have permits
"Tambang Emas Ilegal Subur di Kalbar, Ada Aparat dan Pejabat Jadi Beking?","illegal gold mines are proliferating in west kalimantan, are there officials and officials becoming backers?"
"Polisi Babat Habis Penambangan Emas Ilegal di Kalbar, Seorang Cukong Diamankan","police crack down on illegal gold mining in west kalimantan, a cukong arrested"
"Tutup Galian C Ilegal, Petugas Gabungan Bersitegang dengan Warga","close illegal excavation c, joint officers argue with residents"
BLH Banyuwangi Desak Penutupan Tambang Liar,blh banyuwangi urges closure of illegal mines
Bupati Situbondo Dipolisikan Terkait Maraknya Penambangan Liar,the regent of situbondo was policed ​​due to the rise of illegal mining
Polisi Tutup Paksa Tambang Pasir Ilegal di Lumajang,police forced to close illegal sand mine in lumajang
"Babel Rusak Akibat Tambang Timah, Malaysia dan Thailand yang Untung","babylon damaged by tin mining, profitable malaysia and thailand"
Tok! MA Menangkan Menteri LH dan Hukum Perusak Lingkungan Rp 32 Miliar,knock! supreme court wins minister of environment and law on environmental destruction of idr 32 billion
"Tampung Limbah B3, Anggota Dewan Terancam Penjara 3 Tahun","for b3 waste storage, council members threaten 3 years in prison"
"Galian C Ilegal Ditutup Paksa, Puluhan Dump Truk dan Eskavator Disita","illegal c excavation forced to close, dozens of dump trucks and excavators confiscated"
Anggota Dewan Mojokerto Pemilik Galian C Ilegal Diperiksa Polisi,mojokerto council member owner of illegal excavation c examined by police
"Letkol Lawan Mayjen, Hakim: Dandim Kurang Memahami Aturan Prajurit TNI","lt. col. against major general, judge: dandim doesn't understand the rules for tni soldiers"
Galian C Ilegal Milik Anggota Dewan Mojokerto Ditutup Polisi,illegal excavation c belonging to mojokerto council member closed by police
Tebing Longsor di Jalin Riau-Sumbar Akibat Penambangan Batu Ilegal,landslide cliffs in jalin riau-sumbar due to illegal stone mining
Polri Selidiki Oknum Polisi yang Diduga Selundupkan Timah ke Singapura,national police investigates police officers suspected of smuggling tin to singapore
Ratusan Makam Hilang Tergerus Penambangan Liar,hundreds of graves lost due to illegal mining
Kiwoom Securities: Bursa Regional Bisa Memberi Dukungan,kiwoom securities: regional exchanges can provide support
Lokasi Pengoplosan Solar Digerebek Tim Gabungan Pertamina dan Polisi,solar smudging location raided by joint pertamina team and police
"Tutup Akhir Tahun, Pengusaha Ngeluh Harga Batu Bara Anjlok","closing the end of the year, entrepreneurs complain that coal prices have dropped"
Pertamina EP Rebut Kembali 7 Sumur Minyak yang Dikuasai Penambang Liar,pertamina ep reclaims 7 oil wells controlled by illegal miners
Polisi Bongkar 23 Kasus Penambangan Ilegal di Jabar,police dismantle 23 cases of illegal mining in west java
Polres Inhu Riau Tangkap Penambang Emas Ilegal,inhu riau police arrest illegal gold miners
"Pertambangan Batubara Ilegal Rugikan Negara Rp 5,5 Triliun/Tahun",illegal coal mining costs the state idr 5.5 trillion/year
Wamen ESDM: Kebocoran Minerba karena Banyak Pelabuhan 'Tikus',deputy minister of energy and mineral resources: mineral and coal leaks due to many 'rat' ports
Penertiban Tambang Emas Ilegal di Kuansing Riau Berakhir Rusuh,controlling illegal gold mining in kuansing riau ends in chaos
2 Ribu Liter Solar Ilegal Diamankan Polres Tuban,2 thousand liters of illegal diesel seized by tuban police
"Kalori Batu Bara di Tuban Dianggap Rendah, Belum Layak Ditambang","coal calories in tuban are considered low, not yet worth mining"
Penambangan Batubara Ilegal Digerebek Polres Tuban,illegal coal mining raided by tuban police
"Jangan Dipakai, Ini Ciri-ciri Kondom Palsu","don't use them, these are the signs of fake condoms"
"Gugat Bupati, Perusahaan Australia Ngotot Kelola Tambang Emas Banyuwangi","regent sues, australian company insists on managing banyuwangi gold mine"
Warga Pacitan Tutup Paksa Penambangan Pasir Diduga Ilegal,pacitan residents forced to shut down sand mining allegedly illegal
"Tambang Emas Runtuh, Satu Tewas","gold mine collapses, one dead"
"Cari 3 Korban, Polisi & Warga Gali Reruntuhan Tambang Emas di Sumut","searching for 3 victims, police and residents excavate gold mine ruins in north sumatra"
Polisi Duga 2-3 Orang Masih Terjebak di Reruntuhan Tambang Emas di Sumut,police suspect 2-3 people are still trapped in the ruins of a gold mine in north sumatra
"Sumur Minyak Ilegal Kembali Terbakar di Langkat, 1 Orang Terluka","illegal oil well burns again in langkat, 1 person injured"
Tambang Emas Naga Juang Kab.Mandailing Natal,"naga juang gold mine, mandailing natal regency"
Perhutani Sebut KSO di KPH Bogor Sudah Sesuai Aturan,perhutani says kso at kph bogor is in compliance with regulations
"Diduga Korupsi Rp 49 M, Walhi akan Laporkan Perhutani ke KPK","alleged corruption of idr 49 billion, walhi will report perhutani to the corruption eradication commission"
Korban Kebakaran Penyulingan Minyak Ilegal di Langkat Akhirnya Meninggal,victim of illegal oil refinery fire in langkat finally dies
